Customer ID,Age,401K Savings,Retire
0,39.1804173,322349.874,0
1,56.10168602,768671.574,1
2,57.02304267,821505.4718,1
3,43.7113581,494187.485,0
4,54.7288232,691435.7723,1
5,50.49978906,742398.9068,1
6,39.57330215,578650.3156,0
7,55.15930866,533821.2011,1
8,30.79127144,459592.4084,0
9,40.45607284,396800.2509,0
10,33.89119742,272808.2719,0
11,42.75441623,377042.2458,0
12,44.22498015,482773.2236,0
13,47.49906452,628103.6779,1
14,62.86241076,771170.2845,1
15,56.33143578,531736.7418,1
16,43.166995,475505.7604,0
17,63.78554392,669249.9707,1
18,45.79040076,488283.9962,0
19,49.07073084,666179.0339,1
20,44.92907697,667652.0741,1
21,48.33793838,576300.1321,0
22,51.29104411,584324.0787,1
23,47.07378615,676035.7231,1
24,47.75975853,538416.345,0
25,49.69269832,727503.2761,1
26,38.04041425,382831.3702,0
27,48.02129407,759955.47,1
28,34.859999,349137.7072,0
29,40.40353744,439074.5217,0
30,36.78089948,554553.8241,0
31,59.90527002,807629.8529,1
32,44.95589059,516350.1746,0
33,38.36917035,398136.0451,0
34,49.54511899,643383.041,1
35,56.01957636,571676.5347,1
36,41.8780628,315547.0007,0
37,62.13589916,980549.6557,1
38,44.64945529,680388.386,0
39,50.56932504,627554.7898,1
40,56.36539484,627005.391,1
41,45.50002324,196467.1203,0
42,48.50577452,563618.3108,1
43,35.35829399,209517.7789,0
44,41.77437172,626096.8137,0
45,50.7543325,757720.6352,1
46,45.18928673,536044.0008,1
47,49.89038753,425910.5239,1
48,37.16787893,253541.2771,0
49,31.82608124,515111.8844,0
50,54.38396401,618691.7942,1
51,33.97911459,241484.3882,0
52,53.52850527,728048.8049,1
53,36.82732493,273853.068,0
54,39.88142559,469424.3267,0
55,48.50098668,921090.6832,1
56,46.26199557,652617.5498,1
57,55.84572879,638240.6584,1
58,34.32977411,185122.8014,0
59,48.31114746,603815.8399,1
60,45.9680506,611701.6843,1
61,45.0775959,1000000,1
62,43.31696758,642782.0721,1
63,53.30908583,694581.3271,1
64,56.00797848,850704.5884,1
65,45.87782403,260743.9792,0
66,48.11538482,225344.0251,0
67,53.15478727,555506.7014,1
68,44.87011289,416277.2617,0
69,48.21216353,476088.3201,0
70,47.13213155,378097.4421,0
71,45.88397,289943.7487,0
72,46.68268422,576264.677,1
73,33.88856508,233910.2596,0
74,44.68663228,642583.8666,1
75,37.10957435,345188.8365,0
76,38.16407983,384149.3212,0
77,35.81529349,487268.7573,0
78,58.58460436,575573.2399,1
79,42.14745522,569398.8332,0
80,41.18992202,368829.6604,0
81,49.82456244,459515.9887,0
82,50.16425534,525315.9373,1
83,44.96469971,683012.7371,1
84,51.06897367,593965.1575,1
85,56.8671791,615416.1528,1
86,43.97526228,781781.6431,1
87,55.95744866,644913.8632,1
88,48.73436913,567627.072,1
89,42.38130656,271869.4816,0
90,52.7419516,629188.309,1
91,42.81927143,274640.3377,0
92,47.78899353,623343.264,1
93,53.594092,730218.5234,1
94,37.50623845,468875.0301,0
95,53.66492565,707056.1639,1
96,31.8411755,445320.9921,0
97,56.03923429,666309.4707,1
98,36.65609037,424137.6661,0
99,43.63337357,443370.8054,0
100,55.38357522,424025.5595,0
101,43.72189134,342121.5681,0
102,54.31929628,844374.2809,1
103,45.09664485,262694.238,0
104,31.64564979,252237.7381,0
105,53.9856799,491405.8384,1
106,35.83854432,414992.9376,0
107,48.59066129,700156.038,1
108,43.46303185,597862.0295,1
109,39.97951619,348249.4573,0
110,45.76307352,467124.9274,1
111,46.76393584,787631.9935,1
112,47.5119936,581095.162,1
113,31.31727245,317031.6362,0
114,41.2958843,569371.8531,0
115,43.99018193,726521.8951,1
116,62.10634627,695583.4364,1
117,51.05188552,563446.8177,0
118,44.71819867,576927.9406,1
119,61.0861632,411502.1423,1
120,38.19270604,638074.5123,0
121,48.82103989,294620.1684,0
122,43.78389403,355078.4941,0
123,54.46622331,648110.7947,1
124,57.99863443,628791.9493,1
125,39.72998509,226999.0065,0
126,41.3121399,631961.2479,1
127,57.46359287,703725.737,1
128,54.0916007,588386.713,1
129,49.24191049,531401.4484,0
130,45.38374421,625618.7841,1
131,40.80584211,161499.2806,0
132,48.66163776,681515.8701,1
133,41.50123081,377361.8954,0
134,37.80702852,318647.3061,0
135,47.36640649,519724.0607,0
136,43.41997905,213386.7354,0
137,38.29622452,521486.9754,0
138,37.69529878,305052.1852,0
139,44.28250424,363802.7142,0
140,41.71731163,670715.9904,0
141,52.36123377,430746.4347,0
142,47.43998259,314624.322,0
143,41.68228401,193751.4204,0
144,50.36074182,433798.3859,0
145,55.99272293,604178.6015,1
146,53.08372552,712212.2238,1
147,52.80881439,974839.8012,1
148,56.21461457,683098.8289,1
149,55.055689,723698.9404,1
150,36.25736932,472946.9313,0
151,43.50602301,335613.8238,0
152,46.15014049,260271.6642,0
153,47.90713295,724481.8171,1
154,50.72952844,823841.4444,1
155,48.33702407,375203.9904,0
156,50.64455587,624052.6926,1
157,50.39631855,787807.9924,1
158,43.99213617,755527.2073,1
159,57.24616004,769459.1501,1
160,45.29951673,287992.9298,0
161,57.2561789,588565.4379,1
162,56.96122413,851874.401,1
163,53.3162803,675526.7506,1
164,38.40042857,258474.4898,0
165,42.92419341,364527.6252,0
166,41.14517754,440681.5438,0
167,62.9144772,498230.5018,1
168,41.93880598,510616.9778,0
169,58.45554101,798727.5838,1
170,40.10311099,109281.6345,0
171,53.66872756,768628.3325,1
172,47.16186577,448980.0735,0
173,51.08720663,932150.6817,1
174,46.81389879,313349.5489,0
175,38.92533504,383256.156,0
176,31.78766335,547443.7542,0
177,41.43331307,376168.4766,0
178,51.74501803,535735.5245,1
179,51.74867705,594228.1289,1
180,58.13332568,731892.9407,1
181,41.54228705,464298.0056,0
182,55.12943582,770007.0777,1
183,49.75603087,436616.0094,1
184,52.12640353,707951.8662,1
185,42.16181606,336468.2,0
186,51.91934404,669914.752,1
187,38.44453738,264183.0816,0
188,45.80811672,496002.212,1
189,36.90369306,374397.165,0
190,47.22820987,725715.157,1
191,46.50280977,567482.149,1
192,44.9147029,996460.5456,1
193,41.32133313,349998.8865,0
194,37.72302323,293795.6435,0
195,36.20576869,409285.769,0
196,57.03473617,237410.9474,0
197,70,804085.9717,1
198,47.71283283,409153.655,0
199,46.63708037,465282.7054,0
200,41.86734758,356186.3112,0
201,48.78246235,624200.2363,1
202,37.18253845,359319.8703,0
203,31.20973279,388352.119,0
204,29.98287903,331381.9388,0
205,58.42899453,719611.4097,1
206,46.59936164,626794.8761,1
207,64.12603886,640059.0735,1
208,48.72935637,949185.6246,1
209,48.81567264,677632.8707,1
210,58.12439665,526814.7714,1
211,50.53983601,751605.6086,1
212,41.30063989,537671.6636,0
213,55.3949419,937168.1113,1
214,49.59185181,559050.476,0
215,49.86875783,706841.0733,1
216,47.31745407,359540.4152,0
217,56.56910791,805300.6681,1
218,39.69534098,333595.434,0
219,47.49118981,879472.5982,1
220,59.71046638,514194.4901,1
221,38.56077143,312467.4343,0
222,45.04201694,616904.684,1
223,43.65249839,569384.4799,1
224,34.32697111,523330.6191,0
225,44.16173045,437217.7703,0
226,48.35839121,787857.862,1
227,48.81615884,536256.5111,1
228,48.55288132,362665.3934,0
229,53.86794813,793227.0683,1
230,53.25054587,624962.0783,1
231,44.74280206,413312.176,0
232,44.74026316,10,0
233,34.65625462,374127.6042,0
234,55.17901179,518373.6667,1
235,54.05543554,727994.47,1
236,59.41994538,833107.4916,1
237,36.62193943,128542.6735,0
238,51.88514073,734200.7725,1
239,41.39414011,301572.2814,0
240,55.95771452,348461.1195,1
241,41.99734316,182805.1815,0
242,51.71925248,529098.0569,1
243,46.60345644,386341.7963,1
244,41.14915775,566822.3769,0
245,47.1458455,505437.7619,0
246,45.2777059,469027.1789,1
247,45.67836869,684863.4313,1
248,60.46529771,723957.9468,1
249,46.71342371,653145.6138,1
250,57.4040766,486069.1484,1
251,41.00655582,415323.6378,0
252,34.38414462,538168.1826,0
253,45.16529637,424173.2659,0
254,34.8245101,427485.8228,0
255,39.36771171,280816.8009,0
256,43.68969968,694815.9482,0
257,45.69673676,860093.3067,1
258,46.06344934,705421.9846,1
259,58.7260382,740082.0304,1
260,56.71684252,740588.7278,1
261,36.35456689,468357.0174,0
262,61.28948658,458292.6866,1
263,54.51929065,655543.0737,1
264,33.80922822,554719.6849,0
265,54.23841043,618588.4015,1
266,41.33850286,444180.4904,0
267,44.49195376,525956.4145,0
268,45.18701005,659146.0401,1
269,38.28027425,466619.1929,0
270,42.54728448,397979.4384,0
271,48.68306598,771460.5788,1
272,37.06762602,202033.8504,0
273,43.18598559,353071.494,0
274,50.38351124,728202.7471,1
275,47.9226599,583566.1693,1
276,42.18166347,346943.3651,0
277,57.07092471,668451.6605,1
278,54.31527222,674958.6854,1
279,42.30205212,529183.1151,0
280,51.36858326,661479.5379,1
281,35.97470152,409933.7439,0
282,44.22564956,791556.5487,1
283,42.38410749,524356.9458,0
284,41.88487765,473574.6584,0
285,54.75774942,616377.8785,1
286,38.79832094,316411.2229,0
287,39.26719381,378130.2305,0
288,52.89847474,450396.866,1
289,49.31500585,558200.5592,0
290,40.9298373,518885.5489,0
291,41.928801,495515.8152,0
292,56.21685497,701666.0319,1
293,25,430374.4975,0
294,36.21648955,351626.255,0
295,46.63492013,761650.986,1
296,45.559502,662138.0389,0
297,45.42438741,362227.6745,0
298,58.13967026,632737.7205,1
299,35.47294161,236697.1626,0
300,37.26274545,447747.6731,0
301,48.95613324,161821.9067,0
302,46.77798595,645353.6417,1
303,48.15568141,558160.3772,0
304,45.65571447,361681.2902,0
305,50.42710313,534061.9204,1
306,54.44090237,641499.6895,1
307,50.09124292,665272.3406,1
308,48.39528783,706879.0362,1
309,48.15289653,328476.6693,0
310,52.26597806,500931.1377,1
311,50.53827354,708241.9379,1
312,44.89086349,490751.5887,1
313,39.54640642,177840.6087,0
314,33.44557982,243355.6305,0
315,46.70885619,620421.22,0
316,48.16144161,536782.4105,1
317,38.91256419,501950.1774,0
318,43.69539224,263102.971,0
319,39.66358068,469315.2766,0
320,55.86824202,787636.5619,1
321,54.53551123,698675.4387,1
322,25.91067221,309960.4578,0
323,37.99748911,354267.923,0
324,36.37802808,308761.7983,0
325,40.607805,382011.9871,0
326,55.53199334,644741.387,1
327,50.58757071,740844.312,1
328,39.15495623,584092.8353,0
329,54.62012937,538872.5948,1
330,55.89515358,734563.7185,1
331,38.18918514,345996.4572,0
332,57.0119768,784759.1863,1
333,37.91052442,251312.8403,0
334,32.83565334,372827.9892,0
335,36.04660651,275534.7856,0
336,32.21617602,175261.7736,0
337,37.9696836,429802.1662,0
338,34.96846019,477035.0588,0
339,37.25522312,281263.665,0
340,39.71152087,511503.2129,0
341,40.83164129,167689.017,0
342,42.32726513,194568.6352,0
343,50.33228237,885090.9004,1
344,44.26078195,762197.2956,1
345,45.07118555,274922.2915,0
346,31.70885753,430961.689,0
347,56.06491511,535353.1586,1
348,48.87836049,487803.2174,1
349,63.80307527,717905.3644,1
350,35.83362327,377708.7778,0
351,41.756107,304972.0735,0
352,37.24465985,454093.3432,0
353,43.86299698,534964.0483,0
354,45.38368153,325403.3613,0
355,40.91119334,375729.9876,0
356,44.3003298,620928.8538,1
357,46.71590017,802197.149,1
358,53.39834982,353451.0428,0
359,61.40689688,711665.057,1
360,46.62314395,640007.1448,1
361,61.07066316,461449.4729,1
362,52.30965711,717232.8153,1
363,39.65400716,406512.4698,0
364,64.29802407,595089.7106,1
365,47.99452732,356936.3063,0
366,67.31820808,684331.339,1
367,48.21450299,721734.7201,1
368,31.76787588,497823.529,0
369,40.15304155,403286.2726,0
370,47.42542367,457904.2053,0
371,46.21391676,450513.3107,0
372,42.13049154,350034.6682,0
373,55.78880493,652333.1268,1
374,62.57303128,936001.5611,1
375,40.64203299,401153.9556,0
376,41.58154829,381602.6513,0
377,43.51860721,342314.3108,0
378,39.37855994,393316.9342,0
379,52.08639112,691334.4023,1
380,38.99656779,426501.7089,0
381,45.66932621,770668.7948,1
382,48.77496735,771569.0839,1
383,39.02675458,301129.9737,0
384,47.3614216,862612.8409,1
385,54.29043954,521378.299,1
386,53.05263335,783459.409,1
387,58.31086315,756324.865,1
388,50.07450182,688581.0515,1
389,52.00403281,752403.2982,1
390,55.96479802,651645.8444,1
391,53.65480974,792146.9584,1
392,52.91916071,880415.5919,1
393,51.27811895,662080.1616,1
394,33.56351779,258691.9807,0
395,56.3684949,537126.8504,1
396,49.92542462,563605.3203,1
397,53.70529684,383248.6306,0
398,46.88700247,731696.3156,1
399,34.35370305,312827.6471,0
400,42.53806906,398471.713,0
401,42.81967007,764012.9242,1
402,63.096588,773481.7554,1
403,37.9015902,487339.3595,0
404,53.67467409,857012.5898,1
405,60.19498815,628964.3733,1
406,41.75246165,316578.211,0
407,47.35916161,437553.3688,0
408,51.87295273,597578.315,1
409,51.50407818,700260.0343,1
410,49.46950416,749446.9534,1
411,49.20758991,655161.7202,1
412,56.86213479,673809.7988,1
413,50.4406901,688242.3629,1
414,52.81217305,741040.4267,1
415,51.40373245,532521.8413,1
416,51.4045475,887884.701,1
417,51.23240718,375678.0337,0
418,39.74391794,443193.3946,0
419,57.53089227,580426.0071,1
420,41.63954527,439523.2746,0
421,47.30200359,312894.1317,0
422,43.25183641,387915.6562,0
423,34.20208185,439603.4632,0
424,36.73071751,488439.908,0
425,46.88249456,687278.1529,1
426,45.70715225,422644.1583,0
427,56.57907287,778867.7645,1
428,49.75923783,317137.4532,0
429,31.09073288,277531.9638,0
430,51.48968141,713991.4485,1
431,38.37184775,500483.3499,0
432,55.25362792,660849.2911,1
433,51.49320784,754885.4588,1
434,50.1162973,638267.8972,1
435,51.86518181,656009.9928,1
436,39.13951373,689696.1989,0
437,41.97636927,261566.3682,0
438,56.55395271,705439.872,1
439,53.71447752,677438.9312,1
440,43.28321769,826169.7562,1
441,43.3924071,275746.7785,0
442,54.69220122,835091.5311,1
443,57.86264615,661246.8972,1
444,41.17471702,322131.6407,0
445,39.28184952,388331.7357,0
446,41.15157263,366003.9138,0
447,41.46085978,429490.7117,0
448,38.10833541,502523.7552,0
449,38.11444771,532952.6801,0
450,52.04029702,661515.7762,1
451,52.68185987,678577.5031,1
452,57.06667199,592917.2246,1
453,62.93318657,782770.0936,1
454,42.6801698,175398.4785,0
455,48.67901326,765350.2858,1
456,52.98290583,589348.4386,1
457,43.95955953,345695.1504,0
458,61.76226204,571820.4657,1
459,26.80343427,284409.8879,0
460,49.58251688,877835.406,1
461,53.37178028,761245.6331,1
462,46.83503398,706326.4811,1
463,34.26688812,585775.5822,0
464,59.61724489,741937.1954,1
465,41.07841801,300247.8674,0
466,54.33154532,804752.067,1
467,40.98794813,408937.1643,0
468,41.52161094,541971.2114,0
469,48.21888148,301399.8546,0
470,48.85516119,284513.1018,0
471,41.33249116,508589.0045,0
472,44.55178147,477706.9501,0
473,45.6406794,428892.6229,0
474,43.36826107,408815.1293,0
475,60.26717724,536666.4729,1
476,48.87775144,671181.1396,1
477,34.39339396,322818.9165,0
478,45.82934954,534021.3778,0
479,60.02520015,727621.5253,1
480,64.70333859,601611.9322,1
481,44.15152633,636927.0326,1
482,39.62056645,330178.6277,0
483,54.09091006,903053.6772,1
484,48.05381178,718014.2244,1
485,34.26219011,384891.5225,0
486,38.3511266,33837.93215,0
487,41.75964132,422084.8644,0
488,52.22716081,594855.517,1
489,47.87050946,368474.8924,0
490,57.21678904,926205.9231,1
491,56.85623401,811243.3859,1
492,36.71515496,499613.6159,0
493,50.64617388,612945.0029,1
494,50.97015987,224468.4001,0
495,46.678128,704243.0776,1
496,43.54500695,483175.9998,0
497,46.47672441,354919.1987,0
498,50.90363108,639789.9219,1
499,38.59058602,491310.0096,0
